id,name,Average Rating,Movie 0,Movie 1,Movie 2,Movie 3,Movie 4,Movie 5,Movie 6,Movie 7,Movie 8,Movie 9,Movie 10,Movie 11,Movie 12,Movie 13,Movie 14,Movie 15,Movie 16,Movie 17,Movie 18,Movie 19,Movie 20,Movie 21,Movie 22,Movie 23,Movie 24,Movie 25,Movie 26,Movie 27,Movie 28,Movie 29,Movie 30,Movie 31,Movie 32,Movie 33,Movie 34,Movie 35,Movie 36,Movie 37,Movie 38,Movie 39,Movie 40,Movie 41,Movie 42,Movie 43,Movie 44,Movie 45,Movie 46,Movie 47,Movie 48,Movie 49,Movie 50,Movie 51,Movie 52,Movie 53,Movie 54,Movie 55,Movie 56,Movie 57,Movie 58,Movie 59,Movie 60,Movie 61,Movie 62,Movie 63,Movie 64,Movie 65,Movie 66,Movie 67,Movie 68,Movie 69,Movie 70,Movie 71,Movie 72,Movie 73,Movie 74,Movie 75,Movie 76,Movie 77,Movie 78,Movie 79,Movie 80,Movie 81,Movie 82
9289,Michael Massee,6.2,102382.0,1930.0,2649.0,807.0,9495.0,314.0,25066.0,17708.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9290,Henry Rollins,5.8999999999999995,8961.0,17577.0,10070.0,10985.0,1282.0,9012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9291,Michael Shamus Wiles,6.074999999999999,9631.0,19489.0,846.0,550.0,676.0,12508.0,8854.0,104755.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9296,Balthazar Getty,5.766666666666667,13201.0,205587.0,301325.0,11128.0,10534.0,10070.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9315,Marilyn Manson,5.966666666666668,1576.0,18892.0,9991.0,11531.0,1430.0,1415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9333,Debbie Zoller,6.333333333333333,10320.0,24.0,11152.0,11812.0,328425.0,114150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9337,Toni-Ann Walker,6.640000000000001,1571.0,768.0,782.0,11353.0,10385.0,609.0,111.0,9357.0,16358.0,11973.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9339,Lilly Wachowski,6.530000000000001,83542.0,76757.0,603.0,752.0,604.0,605.0,9303.0,7459.0,22832.0,9691.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9340,Lana Wachowski,6.530000000000001,83542.0,76757.0,603.0,752.0,604.0,605.0,9303.0,7459.0,22832.0,9691.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9341,Bill Pope,6.511111111111111,603.0,559.0,558.0,82684.0,9603.0,41154.0,107985.0,604.0,605.0,766.0,9303.0,1636.0,18615.0,278927.0,8285.0,22538.0,3989.0,16148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9343,Owen Paterson,6.411111111111111,205584.0,603.0,40805.0,271110.0,8870.0,752.0,604.0,605.0,7459.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9344,Hugh Bateup,6.342857142857143,83542.0,76757.0,603.0,8870.0,604.0,605.0,332567.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9345,Michelle McGahey,6.3,1894.0,2666.0,955.0,603.0,11152.0,49021.0,100241.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9346,Lisa Brennan,6.116666666666667,955.0,603.0,9637.0,100241.0,1250.0,43418.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9347,Paul Hughen,5.46,166424.0,16871.0,10012.0,15028.0,107846.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9349,Dane A. Davis,5.8687499999999995,80274.0,11377.0,9645.0,9378.0,76757.0,603.0,65.0,70074.0,8870.0,50620.0,9016.0,1250.0,22970.0,9042.0,10877.0,10200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9351,Zigmund Gron,6.2299999999999995,557.0,955.0,603.0,22803.0,664.0,2749.0,944.0,242512.0,10877.0,1957.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9357,Glenn Boswell,6.671428571428573,122917.0,2666.0,603.0,227306.0,605.0,12088.0,9042.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9360,Suzanne Tenner,6.015384615384614,6435.0,35056.0,87818.0,7510.0,3558.0,69.0,11812.0,167.0,8078.0,25704.0,241771.0,8617.0,11459.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9402,Brian Johnson,7.74,1891.0,348.0,62.0,679.0,34584.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9409,John Ross,6.500000000000001,82693.0,1954.0,274479.0,16996.0,36586.0,14181.0,218778.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9417,Javier Bennassar,6.3125,816.0,8835.0,50725.0,6466.0,817.0,57120.0,10972.0,241771.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9419,Benjamin L. Cook,6.5,254470.0,39486.0,14181.0,1579.0,136835.0,2662.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9420,Jules Cook,6.633333333333333,603.0,604.0,605.0,198184.0,2454.0,287903.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9423,Elmo Weber,6.049999999999999,51540.0,227159.0,296099.0,1824.0,10316.0,347969.0,10762.0,50546.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9430,Richard Adrian,5.854545454545455,10066.0,9645.0,9378.0,4970.0,8975.0,9016.0,604.0,605.0,9042.0,10877.0,8292.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9437,Hank Amos,6.325,10022.0,316727.0,27578.0,277.0,558.0,238636.0,604.0,8922.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9439,Catherine Harper,6.492307692307691,64690.0,686.0,189.0,291805.0,7445.0,1125.0,194662.0,281957.0,297761.0,16072.0,8914.0,133805.0,106747.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9440,Christopher Moriana,6.55,64690.0,1572.0,7445.0,1125.0,133805.0,216282.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9441,Ellen Heuer,6.646153846153846,2062.0,18.0,1573.0,76163.0,27578.0,181283.0,9697.0,76203.0,424.0,57120.0,107846.0,254128.0,136797.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9462,Randall Duk Kim,6.0200000000000005,140300.0,9502.0,1904.0,14164.0,604.0,605.0,11702.0,22832.0,1439.0,10196.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9464,Harry Lennix,5.869230769230768,16995.0,1677.0,209112.0,49521.0,14736.0,604.0,8080.0,605.0,9884.0,49471.0,21301.0,1931.0,357834.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9466,Matt McColm,6.16,8337.0,604.0,605.0,49524.0,4723.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9493,Mark Peterson,6.472727272727273,9772.0,109424.0,60308.0,76163.0,9567.0,2275.0,131631.0,131634.0,11451.0,9425.0,193756.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9543,Beau Flynn,6.1,10589.0,9683.0,3594.0,8643.0,641.0,9282.0,48171.0,184315.0,254128.0,88751.0,13973.0,72545.0,109417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9544,Ann Goulder,6.74,28029.0,641.0,44214.0,9285.0,16614.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9545,Anne McCarthy,5.962068965517241,6415.0,259693.0,9963.0,241254.0,77948.0,12403.0,9276.0,168259.0,641.0,13596.0,10054.0,10375.0,2789.0,22949.0,7364.0,107846.0,87421.0,2176.0,49018.0,91586.0,138843.0,327833.0,27451.0,2787.0,312791.0,3597.0,226458.0,9957.0,157547.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9546,James Chinlund,7.283333333333334,24428.0,119450.0,1381.0,1429.0,641.0,9464.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9551,Laura Jean Shannon,6.466666666666667,4474.0,36648.0,256962.0,641.0,6795.0,10739.0,1726.0,278927.0,10719.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9555,Stephen Barden,6.466666666666666,1381.0,641.0,9902.0,10861.0,10483.0,431.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9558,Joey Box,6.0888888888888895,4147.0,158852.0,59962.0,44943.0,8204.0,9472.0,8914.0,9208.0,9705.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9559,Jophery C. Brown,6.44,557.0,11015.0,4614.0,11560.0,329.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9560,Ellen Burstyn,6.558333333333334,293863.0,19457.0,1381.0,641.0,10523.0,9583.0,157336.0,200505.0,9552.0,51384.0,283384.0,48620.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9562,Marlon Wayans,5.5857142857142845,5516.0,14869.0,4248.0,641.0,38579.0,12153.0,21724.0,9072.0,4256.0,136795.0,184345.0,4258.0,139038.0,351819.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9565,Louise Lasser,6.859999999999999,9824.0,10683.0,641.0,11302.0,11624.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9568,Jim Palmer,6.779999999999999,49026.0,2749.0,280.0,44943.0,129670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9573,Peter Deming,6.225,816.0,4234.0,1950.0,9644.0,768.0,291805.0,9667.0,16871.0,1599.0,8060.0,11458.0,4233.0,818.0,68728.0,22970.0,12177.0,1018.0,41446.0,10377.0,765.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9575,Jada Pinkett Smith,6.204347826086957,13972.0,9059.0,8489.0,1538.0,196867.0,82700.0,24664.0,4233.0,12837.0,80321.0,604.0,605.0,953.0,9327.0,2355.0,264999.0,10527.0,9400.0,9516.0,58680.0,59930.0,376659.0,26352.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9582,John C. Howard,6.885714285714286,10156.0,25388.0,3034.0,642.0,10970.0,12535.0,11072.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9583,Charlie Revai,6.2285714285714295,83542.0,76757.0,10048.0,227306.0,605.0,76341.0,254128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9587,Walter M. Scott,6.540000000000001,15121.0,642.0,1687.0,24973.0,11165.0,1685.0,29912.0,5722.0,8095.0,39833.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9599,Cloris Leachman,5.908695652173912,13972.0,49519.0,11176.0,10156.0,3179.0,12429.0,16869.0,4257.0,3034.0,642.0,10385.0,9291.0,10386.0,9988.0,12535.0,10147.0,2539.0,112937.0,116977.0,17813.0,11459.0,38303.0,73511.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9612,Ed Solomon,6.05,9607.0,291805.0,75656.0,4327.0,607.0,10416.0,1649.0,19724.0,44594.0,1648.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9614,Donald Peterman,6.357142857142857,2619.0,8012.0,8871.0,607.0,535.0,168.0,9822.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9615,Jim Miller,6.1000000000000005,7326.0,1538.0,607.0,10923.0,8487.0,2907.0,12771.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9616,Mary E. Vogt,6.125,72358.0,608.0,64807.0,1979.0,41154.0,607.0,13776.0,10715.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9618,Sean Haworth,6.492307692307694,80274.0,1635.0,118.0,13027.0,869.0,608.0,257445.0,1858.0,607.0,19995.0,8452.0,602.0,293660.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9619,Skip Lievsay,7.034999999999999,115.0,274.0,11775.0,7445.0,36648.0,11093.0,12573.0,134.0,6977.0,608.0,194662.0,49047.0,1598.0,769.0,38843.0,587.0,607.0,131634.0,925.0,86829.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9621,Peter Chesney,6.485714285714286,10320.0,5516.0,13027.0,134.0,6977.0,607.0,72545.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9622,Eric Brevig,6.24,8688.0,1635.0,2675.0,6947.0,676.0,607.0,41515.0,10632.0,198663.0,88751.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9624,Jeff Habberstad,6.764285714285714,9741.0,557.0,745.0,2675.0,6947.0,9697.0,190859.0,11258.0,127585.0,102899.0,607.0,7516.0,1547.0,7345.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9626,Rip Torn,5.885714285714286,9008.0,16784.0,1887.0,11004.0,608.0,13166.0,607.0,9472.0,14113.0,5559.0,16358.0,5550.0,30082.0,16441.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9629,Jon Gries,6.471428571428571,260346.0,82675.0,8681.0,5172.0,8012.0,607.0,32235.0,10159.0,10115.0,250184.0,33430.0,8193.0,222250.0,14877.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9639,Thomas Valentine,6.441666666666666,100402.0,2067.0,8656.0,64688.0,75656.0,558.0,644.0,8247.0,44943.0,51497.0,9425.0,11892.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9640,Haley Joel Osment,6.17,18357.0,13.0,745.0,290825.0,246403.0,10647.0,644.0,3587.0,14873.0,13156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9642,Jude Law,6.614814814814815,4147.0,2567.0,1946.0,8054.0,44826.0,1717.0,1213.0,96724.0,782.0,31867.0,109421.0,2289.0,8197.0,39538.0,1581.0,120467.0,644.0,853.0,1599.0,2288.0,1989.0,58574.0,10528.0,8849.0,5137.0,192134.0,81188.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9645,Greg Gardiner,5.58,608.0,9655.0,38579.0,10214.0,13836.0,2185.0,11451.0,11025.0,10719.0,13680.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9646,Richard Pearson,6.28,11371.0,4248.0,608.0,11665.0,1833.0,11353.0,59961.0,10764.0,2502.0,9955.0,49017.0,10159.0,10208.0,10138.0,9829.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9647,Steven Weisberg,6.099999999999999,82696.0,10207.0,673.0,9899.0,9894.0,608.0,9895.0,98357.0,2185.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9648,Alec Hammond,6.221428571428572,6521.0,141.0,262500.0,608.0,49527.0,262504.0,167.0,817.0,23082.0,49524.0,225574.0,22825.0,4723.0,1266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9651,Craig Berkey,6.507692307692308,96724.0,12573.0,6977.0,8007.0,4248.0,608.0,9947.0,127585.0,246655.0,587.0,68724.0,198184.0,425.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9654,Charles Croughwell,6.233333333333333,87502.0,8656.0,119450.0,37834.0,9348.0,608.0,587.0,10012.0,1927.0,50646.0,1018.0,7341.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9656,Johnny Knoxville,5.864705882352942,6282.0,95755.0,76640.0,13201.0,87818.0,608.0,16433.0,82679.0,2185.0,98566.0,9787.0,6519.0,11358.0,208134.0,9012.0,12094.0,16290.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9657,Patrick Warburton,5.731578947368422,4234.0,9982.0,11688.0,57089.0,82703.0,7484.0,87818.0,214756.0,608.0,11665.0,10982.0,12312.0,2185.0,5559.0,72105.0,11802.0,5393.0,11459.0,28666.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9769,Stanley Clarke,6.4799999999999995,4108.0,12277.0,2085.0,8291.0,650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9772,Bruce Cannon,6.5875,3877.0,59965.0,584.0,10425.0,8291.0,8292.0,650.0,16161.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9776,Chantal Feghali,6.3428571428571425,3600.0,2270.0,70160.0,7191.0,534.0,650.0,3597.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9777,Cuba Gooding Jr.,6.142307692307693,13920.0,9398.0,881.0,4982.0,6950.0,273895.0,676.0,17577.0,11978.0,9390.0,2898.0,12117.0,11888.0,72431.0,13700.0,2162.0,138697.0,132363.0,12159.0,14144.0,106747.0,9896.0,9557.0,650.0,288980.0,58626.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9778,Ice Cube,6.092,6415.0,187017.0,10634.0,64688.0,11679.0,19848.0,228326.0,168530.0,323675.0,277216.0,9360.0,10016.0,10718.0,14177.0,10426.0,13950.0,13579.0,25186.0,650.0,10471.0,11637.0,10611.0,21301.0,40505.0,41382.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9779,Morris Chestnut,5.936363636363637,4421.0,16428.0,59859.0,11237.0,3512.0,336004.0,109431.0,11128.0,21972.0,9042.0,14834.0,10743.0,22907.0,25462.0,650.0,10167.0,59930.0,158011.0,20322.0,146304.0,16162.0,13680.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9780,Angela Bassett,5.985000000000001,686.0,334074.0,11371.0,44912.0,117263.0,267860.0,24356.0,1883.0,951.0,59962.0,12158.0,16232.0,33644.0,15765.0,10384.0,175541.0,57022.0,13751.0,650.0,57119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9781,Nia Long,6.144444444444445,9963.0,10634.0,19489.0,29461.0,11565.0,10307.0,14181.0,9600.0,8849.0,22597.0,22314.0,342521.0,66025.0,650.0,11637.0,146304.0,16162.0,27322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9785,"John Cothran, Jr.",6.76,8843.0,1103.0,8291.0,7874.0,650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788,Regina King,6.1647058823529415,9906.0,10327.0,10634.0,1677.0,9798.0,9390.0,10708.0,33644.0,9822.0,10040.0,34563.0,8291.0,16300.0,650.0,11247.0,15250.0,28121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9813,David Benioff,6.88,7979.0,652.0,7445.0,1429.0,2080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9817,Nigel Phelps,6.288888888888889,652.0,1635.0,72190.0,676.0,28902.0,8373.0,38356.0,8078.0,9481.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9818,Julian Ashby,6.380000000000001,652.0,299687.0,76338.0,44048.0,16617.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9819,Jon Billington,6.428571428571429,13600.0,652.0,1635.0,299687.0,72190.0,853.0,20024.0,228967.0,676.0,8373.0,9654.0,63492.0,9481.0,16617.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9820,Andy Nicholson,6.636363636363635,1771.0,652.0,118.0,2268.0,7978.0,157350.0,13809.0,49047.0,1535.0,2503.0,16617.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9821,Marco Niro,6.511111111111111,652.0,7737.0,256962.0,293646.0,10307.0,10212.0,8619.0,10140.0,152747.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9822,Adam O'Neill,6.528571428571428,652.0,98.0,9092.0,49538.0,10212.0,395.0,10075.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9823,Peter Young,6.6,652.0,8536.0,714.0,2270.0,39269.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9824,Diane Kruger,6.633333333333334,652.0,2059.0,133698.0,16869.0,72710.0,1590.0,325789.0,1874.0,11661.0,48138.0,5353.0,11208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9825,Saffron Burrows,6.05,652.0,95755.0,1360.0,8848.0,15059.0,2355.0,8914.0,10350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
