id,name
520,Sarah Jessica Parker
521,Michael J. Fox
522,Rod Steiger
524,Natalie Portman
526,Lukas Haas
529,Guy Pearce
530,Carrie-Anne Moss
531,Danny Elfman
532,Joe Pantoliano
534,Mark Boone Junior
537,Stephen Tobolowsky
539,Thomas Lennon
540,Callum Keith Rennie
541,Chris Lebenzon
545,Matthew Barry
546,Jeanne McCarthy
547,Victoria Thomas
548,Wynn Thomas
550,Jennifer Todd
551,Suzanne Todd
553,John Dexter
555,Nancy Haigh
557,Colleen Atwood
561,John Papsidera
563,Dody Dorn
564,Richard Linklater
566,Anne Walker-McBay
569,Ethan Hawke
578,Ridley Scott
580,Sandra Adair
584,Philip K. Dick
585,Rutger Hauer
586,Sean Young
587,Edward James Olmos
588,M. Emmet Walsh
589,Daryl Hannah
593,Joanna Cassidy
596,Lawrence G. Paull
598,Mike Fenton
599,Marci Liroff
601,David L. Snyder
602,Linda DeScenna
605,Michael Kaplan
608,Hayao Miyazaki
636,Joe Hisaishi
638,Michael Mann
649,Vernon Dobtcheff
650,Karen Allen
652,Paul Freeman
658,Alfred Molina
659,Wolf Kahler
663,William Hootkins
664,Frank Marshall
668,Mary Selway
669,Norman Reynolds
670,Ben Burtt
671,Richard L. Anderson
673,Bernd Eichinger
677,Moritz Bleibtreu
679,Franka Potente
693,Roshan Seth
707,Dan Aykroyd
711,Robert Watts
719,John Morris
720,Jeff Jur
723,Patrick Swayze
738,Sean Connery
742,Michael Byrne
751,Valorie Massalas
752,Judy Taylor
769,Martin Brest
770,Jerry Bruckheimer
771,Don Simpson
776,Eddie Murphy
777,Judge Reinhold
778,John Ashton
780,Ronny Cox
781,Paul Reiser
783,Jonathan Banks
785,James Russo
794,Angelo P. Graham
795,James J. Murakami
796,John M. Dwyer
800,Arthur Coburn
819,Edward Norton
820,Edward Furlong
821,Beverly D'Angelo
824,Ethan Suplee
825,Stacy Keach
826,Fairuza Balk
827,Elliott Gould
828,Guy Torry
851,Anne Dudley
852,Gerald B. Greenberg
853,Alan Heim
856,Ben Gazzara
859,Valerie McCaffrey
865,Michael Bay
869,Gale Anne Hurd
876,Jonathan Hensleigh
879,Billy Bob Thornton
880,Ben Affleck
882,Liv Tyler
883,Will Patton
884,Steve Buscemi
886,William Fichtner
887,Owen Wilson
892,John Schwartzman
893,Tony Scott
894,Trevor Rabin
897,Bonnie Timmermann
898,Mark Goldblatt
899,Glen Scantlebury
900,Christopher Boyes
903,Lawrence A. Hubbs
904,Jeffrey L. Kimball
905,Bruton Jones
906,Rick Simpson
907,Magali Guidasci
908,Michael Tronick
909,Billy Weber
912,Larry Ferguson
915,David Giler
920,Jürgen Prochnow
922,Allen Garfield
923,Dean Stockwell
925,Paul Guilfoyle
930,Branko Lustig
931,Douglas Wick
932,John Logan
933,William Nicholson
934,Russell Crowe
935,Connie Nielsen
937,Derek Jacobi
938,Djimon Hounsou
940,John Shrapnel
941,Tomas Arana
944,Arthur Max
945,Crispian Sallis
946,Janty Yates
947,Hans Zimmer
948,Lisa Gerrard
949,Louis DiGiaimo
950,Pietro Scalia
956,Guy Ritchie
957,Matthew Vaughn
960,John Murphy
966,Tim Maurice-Jones
970,Celestia Fox
971,Niven Howie
973,Jason Flemyng
974,Dexter Fletcher
976,Jason Statham
978,Steven Mackintosh
980,Vinnie Jones
982,Sting
990,Frank Harper
994,Stephen Marcus
996,Eric Serra
997,Thierry Arbogast
1000,Dan Weil
1003,Jean Reno
1004,Danny Aiello
1032,Martin Scorsese
1035,Paul Schrader
1037,Harvey Keitel
1038,Jodie Foster
1039,Peter Boyle
1044,Michael Chapman
1045,Bernard Herrmann
1046,Juliet Taylor
1047,Tom Rolf
1051,Ruth Morley
1052,Rick Alexander
1059,Neil Canton
1060,Dean Cundey
1061,Harry Keramidas
1062,Christopher Lloyd
1063,Lea Thompson
1064,Crispin Glover
1065,Thomas F. Wilson
1067,Marc McClure
1070,Frances Lee McCain
1071,Tom Tykwer
1072,James Tolkan
1073,Stefan Arndt
1075,Johnny Klimek
1076,Reinhold Heil
1077,Frank Griebe
1088,Ludger Pistor
1090,John McTiernan
1091,Joel Silver
1092,Jim Thomas
1093,Lawrence Gordon
1094,John Thomas
1095,Donald McAlpine
1096,John Vallone
1097,Jackie Burch
1098,Mark Helfrich
1099,John F. Link
1100,Arnold Schwarzenegger
1101,Carl Weathers
1102,Elpidia Carrillo
1103,Bill Duke
1107,R. G. Armstrong
1108,Shane Black
1113,Lucinda Syson
1117,Dennis Farina
1118,Rade Serbedzija
1120,Lennie James
1121,Benicio del Toro
1125,Ewen Bremner
1137,Juliette Binoche
1146,Julie Delpy
1150,Brian De Palma
1151,Martin Bregman
1152,Oliver Stone
1158,Al Pacino
1160,Michelle Pfeiffer
1161,Mary Elizabeth Mastrantonio
1162,Robert Loggia
1164,F. Murray Abraham
1166,Harris Yulin
1173,Mark Margolis
1201,Garry Marshall
1202,Steven Reuther
1204,Julia Roberts
1205,Richard Gere
1206,Jason Alexander
1210,Héctor Elizondo
1211,Larry Miller
1213,James Newton Howard
1214,Charles Minsky
1215,Raja Gosnell
1217,Priscilla Nedd-Friendly
1221,Dianne Crittenden
1222,Albert Brenner
1223,Joel Coen
1224,Ethan Coen
1225,Carter Burwell
1226,Rick Heinrichs
1227,John S. Lyons
1229,Jeff Bridges
1230,John Goodman
1231,Julianne Moore
1232,David Huddleston
1233,Philip Seymour Hoffman
1234,Tara Reid
1236,Mark Pellegrino
1237,Flea
1238,Torsten Voges
1240,Jack Kehler
1241,John Turturro
1243,Woody Allen
1244,Jonathan Rhys Meyers
1245,Scarlett Johansson
1246,Emily Mortimer
1248,Brian Cox
1251,Remi Adefarasin
1252,Alisa Lepselter
1253,Jim Clay
1254,Art Linson
1255,David Mamet
1258,Stephen H. Burum
1259,Ennio Morricone
1260,William A. Elliott
1262,Mali Finn
1263,Lynn Stalmaster
1264,Bill Pankow
1265,Letty Aronson
1269,Kevin Costner
1270,Charles Martin Smith
1271,Andy García
1276,Patricia Clarkson
1280,Don Harvey
1282,David Kelly
1283,Helena Bonham Carter
1284,Noah Taylor
1292,James Fox
1294,Missi Pyle
1296,Bruce Berman
1297,Richard D. Zanuck
1298,Brad Grey
1300,John August
1301,Philippe Rousselot
1302,Susie Figgis
1303,Alex McDowell
1305,Bill Abbott
1307,Bob Weinstein
1310,Saul Zaentz
1313,Andrew Lesnie
1317,Philip Ivey
1324,Victoria Burrows
1325,John Hubbard
1326,Liz Mullane
1327,Ian McKellen
1328,Sean Astin
1331,Hugo Weaving
1333,Andy Serkis
1336,Jet Li
1369,Bernard Hill
1370,Brad Dourif
1417,Toshio Suzuki
1461,George Clooney
1462,Tim Blake Nelson
1466,Charles Durning
1470,Wayne Duvall
1471,Ed Gale
1472,Ray McKinnon
1473,Daniel von Bargen
1475,Musetta Vander
1482,John Cameron
1484,Ellen Chenoweth
1518,Frances O'Connor
1524,Harold Ramis
1527,John Bailey
1528,George Fenton
1530,Howard Feuer
1531,Pembroke J. Herring
1532,Bill Murray
1533,Andie MacDowell
1534,Chris Elliott
1535,Brian Doyle-Murray
1538,Rick Ducommun
1539,Rick Overton
1542,Willie Garson
1551,Philip Glass
1570,Anthony Dod Mantle
1578,Holmes Osborne
1581,Mary McDonnell
1582,James Duval
1586,Adam Fields
1593,Joseph Middleton
1594,Michelle Morris
1614,Ang Lee
1617,James Schamus
1619,Chow Yun-fat
1620,Michelle Yeoh
1633,Peter Pau
1635,Tim Squyres
1638,Eugene Gearty
1639,Emily Watson
1640,Stellan Skarsgård
1646,Udo Kier
1665,Eddie Marsan
1666,Julie Christie
1697,Takeshi Seyama
1705,Ted Elliott
1706,Terry Rossio
1709,Jack Davenport
1715,David Bailie
1720,Ronna Kress
1721,Stephen E. Rivkin
1723,Walter Hill
1724,Roger Spottiswoode
1726,Steven E. de Souza
1729,James Horner
1732,Mark Warner
1733,Nick Nolte
1735,Frank McRae
1736,James Remar
1737,David Patrick Kelly
1748,William Shatner
1749,Leonard Nimoy
1750,DeForest Kelley
1751,James Doohan
1752,George Takei
1753,Nichelle Nichols
1754,Walter Koenig
1756,Stephen Collins
1760,Jerry Goldsmith
1761,Alexander Courage
1762,Richard H. Kline
1769,Sofia Coppola
1771,Giovanni Ribisi
1776,Francis Ford Coppola
1781,Lance Acord
1782,Sarah Flack
1783,K.K. Barrett
1788,Nicholas Meyer
1808,Geraldine Peroni
1809,Dylan Tichenor
1810,Heath Ledger
1811,Randy Quaid
1812,Michelle Williams
1817,Linda Cardellini
1820,Mark Lenard
1834,Shirley Henderson
1844,Til Schweiger
1884,Steven Soderbergh
1886,Ted Griffin
1888,Jerry Weintraub
1889,David Holmes
1890,Philip Messina
1891,Stephen Mirrione
1892,Matt Damon
1893,Casey Affleck
1894,Scott Caan
1895,Carl Reiner
1896,Don Cheadle
1897,Bernie Mac
1899,Denise Di Novi
1902,Dianne Wiest
1903,Alan Arkin
1904,Anthony Michael Hall
1907,Kathy Baker
1909,Conchata Ferrell
1910,Caroline Aaron
1918,Richard Halsey
1919,Stefan Czapsky
1920,Winona Ryder
1922,Catherine Zeta-Jones
1923,Robbie Coltrane
1924,Jeroen Krabbé
1925,Vincent Cassel
1926,Eddie Izzard
1936,Martin Balsam
1937,Mickey Rooney
1951,Elisabeth Shue
1953,Casey Siemaszko
1954,Billy Zane
1956,Cherry Jones
1979,Kevin Spacey
1980,Mary McCormack
1981,Alfre Woodard
1982,Ajay Naidu
1983,Vincent Laresca
1984,Kimberly Scott
1986,Peter Gerety
1989,Celia Weston
1993,Lloyd Levin
1999,Ed Shearmur
2031,Amanda Mackey
2033,Peter E. Berger
2034,Danny Boyle
2035,Andrew Macdonald
2039,Brendan Gleeson
2040,Christopher Eccleston
2042,Stephen Hopkins
2043,John Davis
2044,Peter Levy
2045,Ferne Cassel
2047,Danny Glover
2048,Gary Busey
2049,Rubén Blades
2050,Noah Huntley
2051,María Conchita Alonso
2053,Bill Paxton
2055,Robert Davi
2059,Adam Baldwin
2065,David Schneider
2073,Gail Stevens
2076,David Warner
2083,Herman F. Zimmerman
2095,Ralph Winter
2100,Lawrence Konner
2103,Mark Rosenthal
2109,Kim Cattrall
2112,Brock Peters
2115,Kurtwood Smith
2121,Mary Jo Slater
2122,William Hoy
2123,Ronald Roose
2130,Cary Elwes
2131,Ken Leung
2133,Dina Meyer
2137,Benito Martinez
2138,Shawnee Smith
2140,Monica Potter
2141,Ned Bellamy
2144,Tobin Bell
2147,Oren Koules
2154,Scott Bakula
2155,Thora Birch
2157,Robin Williams
2161,Debra Hill
2162,Lynda Obst
2163,Richard LaGravenese
2165,Rosanna Arquette
2169,Michael Jeter
2171,Griffin Dunne
2176,Tommy Lee Jones
2178,Forest Whitaker
2192,Lambert Wilson
2199,Scott Frank
2201,Max von Sydow
2202,Steve Harris
2203,Neal McDonough
2206,Samantha Morton
2207,Lois Smith
2208,Kathryn Morris
2209,Jan de Bont
2210,Bonnie Curtis
2211,Gerald R. Molen
2212,Walter F. Parkes
2215,Denise Chamian
2216,Gary Rydstrom
2219,Tobey Maguire
2220,Tony Curran
2221,Leland Orser
2222,Beau Bridges
2224,Christian Slater
2226,Sydney Pollack
2227,Nicole Kidman
2228,Sean Penn
2229,Catherine Keener
2230,Pam Grier
2231,Samuel L. Jackson
2232,Michael Keaton
2233,Bridget Fonda
2234,Michael Bowen
2235,Elmore Leonard
2236,Tim Bevan
2238,Eric Fellner
2239,Anthony Minghella
2240,Darius Khondji
2241,William Steinkamp
2242,Ellen Lewis
2243,Jon Hutman
2249,Clyde Kusatsu
2260,Steven Zaillian
2282,Ben Kingsley
2283,Stanley Tucci
2287,Bill Butler
2289,John Barry
2293,Frank Miller
2294,Robert Rodriguez
2295,Mickey Rourke
2299,Josh Hartnett
2302,Adam Fogerty
2320,Julian Richings
2324,Heidi Levitt
2359,Jake Eberts
2366,Dante Ferretti
2368,Elya Baskin
2369,Michael Lonsdale
2372,Ron Perlman
2384,Bernard Williams
2387,Patrick Stewart
2388,Jonathan Frakes
2390,LeVar Burton
2391,Michael Dorn
2392,Gates McFadden
2393,Marina Sirtis
2394,Alan Ruck
2395,Whoopi Goldberg
2397,Robert Blackman
2399,Junie Lowry-Johnson
2400,Ron Surma
2406,Mathieu Kassovitz
2413,Dominique Pinon
2415,Yolande Moreau
2419,Jean-Pierre Jeunet
2425,Hervé Schneid
2445,Eric McLeod
2446,Chad Oman
2447,Peter Kohn
2449,Kevin McNally
2453,Mary Steenburgen
2454,Matt Clark
2460,Randall Wallace
2461,Mel Gibson
2462,Catherine McCormack
2463,Patrick McGoohan
2464,Angus Macfadyen
2467,James Cosmo
2478,Tommy Flanagan
2479,Rupert Vansittart
2482,David O'Hara
2483,John Toll
2484,Steven Rosenblum
2485,Patsy Pollock
2486,Thomas E. Sanders
2487,Bruce Davey
2505,James Cromwell
2506,Alice Krige
2507,Matthew F. Leonetti
2516,Anthony Zerbe
2517,Donna Murphy
2518,Gregg Henry
2519,Sanja Milkovic Hays
2523,Stuart Baird
2528,Donald B. Woodruff
2529,Ronald R. Reiss
2530,Bob Ringwood
2532,Cathy Sandrich
2533,Dallas Puett
2535,Vivica A. Fox
2536,Michael Parks
2545,Lawrence Bender
2555,David Proval
2561,Victor Argo
2585,Eric Clapton
2596,Robert Fraisse
2598,Sophie Okonedo
2617,Cara Seymour
2621,A. Kitman Ho
2624,Richard Pagano
2628,Kiefer Sutherland
2629,Alun Armstrong
2632,Chris Rock
2641,Martin Landau
2676,Kim Roberts
2680,Donnie Wahlberg
2683,Glenn Plummer
2688,Mark Gingras
2689,Jeff Nathanson
2691,Tom Schulman
2692,Robert Sean Leonard
2694,Josh Charles
2702,John Seale
2704,Maurice Jarre
2706,Steven Haft
2710,James Cameron
2711,William Wisher Jr.
2712,Michael Biehn
2714,Lance Henriksen
2723,Adam Greenberg
2778,Dennis Hopper
2838,Chloë Sevigny
2839,Brendan Sexton III
2841,Alison Folland
2842,Jeannetta Arnette
2843,Rob Campbell
2862,Christine Vachon
2863,Nathan Larson
2864,Jim Denault
2866,Lee Percy
2870,Gray Frederickson
2871,Fred Roos
2872,Carmine Coppola
2874,Janet Hirshenson
2875,Dean Tavoularis
2876,Matt Dillon
2879,Rob Lowe
2880,Emilio Estevez
2882,Diane Lane
2887,Tom Waits
2888,Will Smith
2889,Richard Beggs
2947,Georgia Kacandes
2948,Michael Nozik
2950,Robert Elswit
2952,Avy Kaufman
2953,Lora Kennedy
2954,Jeffrey Wright
2955,Chris Cooper
2956,Amanda Peet
2963,Nicolas Cage
2969,Chris Penn
2975,Laurence Fishburne
2977,Jamey Sheridan
2986,Doug Claybourne
2987,Stewart Copeland
2988,Barry Malkin
2989,Richard Price
2995,Stuart H. Pappé
2997,Scott Rudin
3026,Rob Reiner
3027,Stephen King
3030,Andrew Scheinman
3031,Thomas Del Ruth
3032,Robert Leighton
3033,Wil Wheaton
3034,Corey Feldman
3035,Jerry O'Connell
3036,John Cusack
3037,Richard Dreyfuss
3041,Marshall Bell
3050,Jill Bilcock
3051,Toni Collette
3052,Rachel Griffiths
3056,Jeremy Thomas
3061,Ewan McGregor
3064,Peter Mullan
3070,Chris Haywood
3079,Giles Nuttgens
3083,Mario Puzo
3084,Marlon Brando
3085,James Caan
3087,Robert Duvall
3092,Diane Keaton
3094,Talia Shire
3095,Gianni Russo
3097,Gordon Willis
3104,Chris Newman
3113,Guillermo Navarro
3114,Phil Parmet
3115,Andrzej Sekula
3117,Gary Frutkoff
3125,Madonna
3127,Lili Taylor
3128,Alicia Witt
3129,Tim Roth
3130,Jennifer Beals
3131,Antonio Banderas
3136,Salma Hayek
3137,Paul Calderon
3138,Kathy Griffin
3140,Marc Lawrence
3141,Marisa Tomei
3151,Jack Lemmon
3174,Richard Bright
3175,Richard Marks
3177,Mark Berger
3184,Clayton Townsend
3188,Victor Kempster
3189,Brian Berdan
3190,Hank Corwin
3191,Risa Bramon Garcia
3192,Billy Hopkins
3193,Scott Martin Gershin
3196,Juliette Lewis
3197,Tom Sizemore
3201,Pruitt Taylor Vince
3202,Edie McClurg
3205,Richard Lineback
3211,Dale Dye
3218,Louis Lombardi
3222,Charles Mulvehill
3223,Robert Downey Jr.
3224,Stephen Frears
3227,Steve Pink
3228,Scott Rosenberg
3229,Arliss Howard
3230,Todd Louiso
3234,Joan Cusack
3265,Eli Wallach
3266,Joe Mantegna
3270,Natasha Gregson Wagner
3272,Drake Bell
3274,Lisa Fruchtman
3275,Jane Jenkins
3276,Roger Mussenden
3283,Margaret Travolta
3287,Thérèse DePrez
3288,Chris Weitz
3289,Paul Weitz
3291,Hugh Grant
3293,Rachel Weisz
3305,Jane Rosenthal
3310,Nick Moore
3311,Priscilla John
3388,James L. Brooks
3391,Kathleen Turner
3392,Michael Douglas
3393,David Newman
3394,Lynzee Klingman
3415,Jerry Zucker
3416,Demi Moore
3417,Tony Goldwyn
3418,Vincent Schiavelli
3429,Jane Musky
3489,Naomi Watts
3490,Adrien Brody
3492,Colin Hanks
3502,Terry Ryan
3504,David Farmer
3543,Jamie Foreman
3545,Edward Hardwicke
3547,Ian McNeice
3556,Roman Polanski
3557,Charles Dickens
3562,Rachel Portman
3563,Allan Starski
3564,Hervé de Luze
3568,Patrick Godfrey
3636,Paul Newman
3658,Robert Greenhut
3661,Thelma Schoonmaker
3686,Johanna Ray
3687,Harry Cohen
3711,Anna Levine
3712,Saul Rubinek
3713,Frances Fisher
3718,David Valdes
3719,Adrian Gorton
3727,John Sloss
3769,Michael Ballhaus
3794,Bob Kane
3796,Michael Gough
3798,Pat Hingle
3799,Billy Dee Williams
3801,Tracey Walter
3805,Jon Peters
3806,Marion Dougherty
3893,David S. Goyer
3894,Christian Bale
3895,Michael Caine
3896,Liam Neeson
3897,Katie Holmes
3898,David Bretherton
3904,Lee Smith
3905,William H. Macy
3907,Harve Presnell
3909,Gary Houston
3910,Frances McDormand
3911,John Carroll Lynch
3926,Albert Finney
3952,Kevin Grevioux
3953,Gary Lucchesi
3960,Tony Pierce-Roberts
3961,Martin Hunter
3964,Patrick Tatopoulos
3965,Deborah Aquila
3967,Kate Beckinsale
3968,Michael Sheen
3976,Steven C. McGee
3977,Joe Morton
3978,S. Epatha Merkerson
3981,Jenette Goldstein
3982,Xander Berkeley
3985,Richard A. Harris
3986,Mario Kassar
3987,Conrad Buff IV
3989,Marlene Stewart
3995,Jeff Dawn
3996,Tom Johnson
3999,Tom Hulce
4001,Simon Callow
4003,Christine Ebersole
4004,Jeffrey Jones
4012,Spencer Treat Clark
4014,Paul W.S. Anderson
4016,Jeremy Bolt
4023,Suzanne Smith
4025,Steve Park
4027,Frank Darabont
4029,Bob Gunton
4031,Greg Ellis
4032,Cheryl Carasik
4034,Penny Rose
4037,Ron Shelton
4038,Susan Sarandon
4061,Louise Frogley
4064,Webster Whinery
4090,Shirley MacLaine
4095,David Lewis
4135,Robert Redford
4139,Tom Skerritt
4140,Mark Isham
4142,Elisabeth Leustig
4148,Gretchen Rau
4150,Bernie Pollack
4154,Brenda Blethyn
4169,Dave Chappelle
4171,Stanley DeSantis
4173,Anthony Hopkins
4174,Claire Forlani
4175,Jeffrey Tambor
4177,Jake Weber
4183,Celia D. Costas
4185,Emmanuel Lubezki
4186,Joe Hutshing
4187,Robert Guerra
4188,Leslie Bloom
4189,Aude Bronson-Howard
4190,David C. Robinson
4197,Clay A. Griffith
4201,Wayne Knight
4248,Dennis Gassner
4249,Donna Isaacson
4250,Michael Lerner
4251,John Mahoney
4252,Tony Shalhoub
4253,Jon Polito
4255,Richard Portnow
4316,"Harry Carey, Jr."
4391,Charles Dance
4430,Sharon Stone
4431,Jessica Lange
4434,Frederick Elmes
4443,Christopher McDonald
4445,Chris Bauer
4446,Jon Kilik
4451,Mark Webber
4455,Ulrich Thomsen
4483,Dustin Hoffman
4485,Steve Koren
4489,Steve Oedekerk
4491,Jennifer Aniston
4492,Philip Baker Hall
4496,Nora Dunn
4499,Tom Shadyac
4500,John Debney
4501,Dean Semler
4502,Scott Hill
4504,Roger Birnbaum
4505,Michael Bostick
4506,James D. Brubaker
4507,Gary Barber
4512,James Woods
4515,Treat Williams
4517,Joe Pesci
4520,William Forsythe
4521,Burt Young
4566,Alan Rickman
4568,Jayne Eastwood
4581,Steve Coogan
4584,Robert Jones
4587,Halle Berry
4588,Edward McDonnell
4589,Benjamin Bratt
4600,Joe Dante
4602,Jon Tenney
4604,Theresa Randle
4606,Jimmy Ortega
4610,John Landis
4611,Mace Neufeld
4612,Robert Rehme
4654,Jeremy Davies
4671,Zach Staenberg
4687,Patricia Arquette
4688,Michael Rapaport
4689,Bronson Pinchot
4690,Christopher Walken
4691,James Gandolfini
4692,Frank Adonis
4697,Samuel Hadida
4699,Steve Perry
4700,James G. Robinson
4701,James W. Skotchdopole
4710,Benjamín Fernández
4712,Thomas L. Roysden
4723,Brian Helgeland
4724,Kevin Bacon
4726,Marcia Gay Harden
4735,John Doman
4756,Matthew Broderick
4757,Rupert Everett
4762,Paul Thomas Anderson
4764,John C. Reilly
4765,Jason Robards
4766,Melora Walters
4767,Michael De Luca
4768,Lynn Harris
4769,Daniel Lupi
4770,JoAnne Sellar
4772,Cassandra Kulukundis
4776,Michael Murphy
4778,Melinda Dillon
4782,Michael Crichton
4783,Sam Neill
4784,Laura Dern
4785,Jeff Goldblum
4786,Richard Attenborough
4787,Joseph Mazzello
4800,Gena Rowlands
4808,Giancarlo Esposito
4812,Isaach De Bankolé
4849,Anthony J. Ciccolini III
4855,Peter Saraf
4867,Matthew Libatique
4868,Andrew Marcus
4869,Craig McKay
4886,Norman Reedus
4887,Joe Grifasi
4907,Stephanie Carroll
4935,Pete Postlethwaite
4937,Vince Vaughn
4939,Téa Leoni
4940,Trevor Morgan
4941,Alessandro Nivola
4942,John Diehl
4948,Jim Taylor
4949,Don Davis
4950,Shelly Johnson
4951,Robert Dalva
4952,Nancy Foy
4953,Ed Verreaux
4963,Woody Strode
4971,Bud Cort
4987,Omar Epps
4996,Tatyana Ali
5004,Omar Sharif
5010,Todd Field
5021,Leslie Tomkins
5022,Roy Walker
5025,Vinessa Shaw
5045,Dan O'Bannon
5046,Ronald Shusett
5047,Veronica Cartwright
5048,Harry Dean Stanton
5049,John Hurt
5050,Yaphet Kotto
5053,Gordon Carroll
5056,Terry Rawlings
5059,Leslie Dilley
5060,Ian Whittaker
5061,John Mollo
5064,Meryl Streep
5090,Adrian Grenier
5129,Paul Reubens
5132,Bob Badami
5133,Bo Welch
5139,Robert Englund
5140,Wes Craven
5141,Heather Langenkamp
5144,Ronald Bass
5148,Lucinda Jenney
5149,Bonnie Hunt
5150,Kim Robillard
5151,Beth Grant
5162,Mark Johnson
5166,Stu Linder
5167,Ida Random
5168,Gabriel Byrne
5170,Mike Starr
5174,Barry Sonnenfeld
5175,Michael R. Miller
5215,Nancy Steiner
5216,Gus Van Sant
5231,Wolfgang Petersen
5241,Jost Vacano
5249,E.G. Marshall
5251,Jack Warden
5271,Lisa Rinzler
5274,Patrick Bauchau
5281,Spike Lee
5283,Karen Kehela Sherwood
5287,Terence Blanchard
5288,A. R. Rahman
5289,Barry Alexander Brown
5290,Kim Coleman
5292,Denzel Washington
5293,Willem Dafoe
5294,Chiwetel Ejiofor
5306,Lasse Hallström
5309,Judi Dench
5313,Lena Olin
5319,Ron Cook
5322,David Brown
5327,Andrew Mondshein
5328,Kerry Barden
5329,David Gropman
5332,Renee Ehrlich Kalfus
5333,Christine Beveridge
5334,Sallie Jaye
5337,Dan Korintus
5338,Kyrsten Mate
5342,Mike Nichols
5344,Meg Ryan
5346,Dan Futterman
5359,Mychael Danna
5361,Christopher Tellefsen
5362,Heike Brandstatter
5363,Coreen Mayrs
5365,Clifton Collins Jr
5378,Pamela Abdy
5379,Dan Halsted
5381,Michael Shamberg
5382,Stacey Sher
5384,Method Man
5386,William H. Brown
5398,Dino De Laurentiis
5401,Anthony Quinn
5411,Sanaa Lathan
5414,Colin Salmon
5419,Saïd Taghmaoui
5430,Harald Kloser
5444,Philippe Nahon
5445,Zinedine Soualem
5469,Ralph Fiennes
5470,Kristin Scott Thomas
5471,Naveen Andrews
5472,Colin Firth
