0,237000000
1,300000000
2,245000000
3,250000000
4,260000000
5,258000000
6,260000000
7,280000000
8,250000000
9,250000000
10,270000000
11,200000000
12,200000000
13,255000000
14,225000000
15,225000000
16,220000000
17,380000000
18,225000000
19,250000000
20,215000000
21,200000000
22,250000000
23,180000000
24,207000000
25,200000000
26,250000000
27,209000000
28,150000000
29,200000000
30,200000000
31,200000000
32,200000000
33,210000000
34,200000000
35,150000000
36,210000000
37,200000000
38,200000000
39,170000000
40,200000000
41,200000000
42,200000000
43,200000000
44,190000000
45,200000000
46,250000000
47,190000000
48,195000000
49,105000000
50,150000000
51,180000000
52,195000000
53,185000000
54,175000000
55,185000000
56,185000000
57,180000000
58,140000000
59,200000000
60,200000000
61,176000003
62,180000000
63,180000000
64,178000000
65,185000000
66,175000000
67,175000000
68,140000000
69,170000000
70,170000000
71,145000000
72,175000000
73,175000000
74,178000000
75,175000000
76,175000000
77,175000000
78,175000000
79,200000000
80,170000000
81,180000000
82,170000000
84,175000000
85,170000000
86,165000000
87,190000000
88,165000000
89,165000000
90,165000000
91,165000000
92,165000000
93,200000000
94,170000000
95,165000000
96,160000000
97,15000000
98,250000000
99,38000000
100,150000000
101,160000000
102,160000000
103,150000000
104,160000000
105,170000000
106,160000000
107,160000000
108,155000000
109,155000000
110,140000000
111,150000000
112,155000000
113,150000000
114,150000000
115,150000000
116,150000000
117,150000000
118,150000000
119,150000000
120,150000000
121,150000000
122,150000000
123,150000000
124,150000000
125,150000000
126,170000000
127,150000000
128,150000000
129,150000000
130,150000000
131,150000000
132,150000000
133,150000000
134,150000000
136,150000000
137,150000000
138,150000000
139,150000000
140,150000000
141,150000000
142,149000000
143,150000000
144,145000000
145,175000000
146,145000000
147,140000000
148,144000000
149,140000000
150,140000000
151,70000000
152,145000000
153,145000000
154,145000000
155,100000000
156,140000000
157,140000000
158,150000000
159,139000000
160,145000000
161,140000000
162,135000000
163,130000000
164,140000000
165,137000000
166,130000000
167,130000000
168,137000000
169,140000000
170,135000000
171,150000000
172,120000000
173,130000000
174,150000000
175,140000000
176,135000000
177,135000000
178,135000000
179,132000000
180,70000000
181,130000000
182,130000000
183,130000000
184,135000000
185,132000000
186,130000000
187,130000000
188,110000000
189,125000000
190,130000000
191,130000000
192,130000000
193,130000000
194,127500000
195,127000000
196,130000000
197,125000000
198,130000000
199,140000000
200,125000000
201,125000000
202,103000000
203,110000000
204,125000000
205,125000000
206,125000000
207,65000000
208,160000000
209,130000000
210,125000000
211,123000000
212,125000000
213,125000000
214,120000000
215,130000000
216,120000000
217,110000000
218,120000000
219,120000000
220,130000000
221,120000000
222,115000000
223,105000000
224,120000000
225,120000000
226,120000000
227,117000000
228,120000000
229,113000000
230,120000000
231,115000000
232,120000000
233,115000000
234,135000000
235,97250400
236,115000000
237,115000000
238,125000000
239,105000000
240,116000000
241,135000000
242,120000000
243,110000000
244,110000000
245,110000000
246,110000000
247,110000000
248,110000000
249,110000000
250,116000000
251,112000000
252,120000000
253,110000000
254,110000000
255,110000000
256,110000000
257,110000000
258,105000000
259,160000000
260,110000000
261,110000000
262,93000000
263,110000000
264,107000000
266,120000000
267,130000000
268,133000000
269,105000000
270,108000000
271,126000000
272,90000000
273,90000000
274,103000000
275,102000000
276,100000000
277,150000000
278,100000000
279,100000000
280,80000000
281,100000000
282,115000000
283,100000000
284,100000000
285,100000000
286,100000000
287,100000000
288,100000000
289,100000000
290,100000000
291,100000000
292,100000000
293,100000000
294,100000000
295,100000000
296,100000000
297,100000000
298,100000000
299,100000000
300,105000000
301,102000000
302,80000000
303,100000000
304,100000000
305,140000000
306,100000000
307,90000000
308,105000000
310,100000000
311,100000000
312,100000000
313,99000000
314,10000000
315,98000000
316,100000000
317,94000000
318,85000000
319,90000000
320,92000000
322,90000000
323,100000000
324,95000000
325,95000000
326,95000000
327,65000000
328,94000000
329,94000000
330,79000000
331,95000000
332,115000000
333,100000000
334,93000000
335,93000000
336,90000000
337,92000000
338,145000000
339,92000000
340,98000000
341,95000000
342,90000000
343,90000000
344,100000000
345,90000000
346,100000000
347,100000000
348,90000000
349,90000000
350,92000000
351,90000000
352,90000000
353,92000000
354,90000000
355,90000000
356,90000000
357,100000000
358,120000000
360,75000000
361,90000000
362,88000000
363,100000000
364,90000000
365,90000000
366,95000000
367,80000000
368,90000000
369,95000000
370,90000000
371,68000000
372,92000000
373,90000000
374,90000000
375,100000000
377,90000000
378,100000000
379,20000000
380,88000000
381,90000000
382,87000000
383,92000000
384,90000000
385,100000000
386,75000000
387,85000000
388,85000000
389,75000000
390,85000000
391,85000000
392,85000000
393,85000000
394,75000000
395,85000000
396,90000000
397,85000000
398,85000000
399,85000000
400,85000000
401,68000000
402,85000000
403,85000000
404,85000000
405,85000000
407,90000000
408,85000000
410,85000000
411,60000000
412,60000000
413,84000000
414,84000000
415,50000000
416,82500000
417,8000000
418,85000000
419,85000000
420,85000000
421,65000000
422,82000000
423,80000000
424,80000000
425,80000000
426,75000000
427,80000000
428,80000000
429,80000000
430,80000000
431,85000000
432,75000000
434,82000000
435,75000000
436,80000000
437,80000000
438,80000000
439,80000000
440,80000000
441,75000000
442,80000000
443,80000000
444,80000000
445,80000000
446,75000000
447,80000000
448,79000000
449,80000000
450,80000000
451,80000000
452,80000000
454,80000000
455,75000000
456,68000000
457,70000000
458,80000000
459,80000000
460,80000000
461,80000000
462,80000000
464,80000000
465,80000000
466,80000000
468,102000000
469,75000000
470,85000000
472,88000000
473,70000000
476,80000000
477,80000000
478,80000000
479,80000000
480,44000000
481,80000000
482,80000000
483,80000000
484,80000000
485,90000000
486,90000000
487,80000000
488,86000000
490,80000000
491,130000000
493,60000000
494,45000000
495,79000000
496,78000000
497,78000000
498,100000000
499,79000000
500,76000000
501,64000000
502,80000000
503,76000000
504,75000000
505,78000000
506,76000000
507,75000000
508,73000000
509,75000000
510,76000000
511,75000000
512,75000000
513,75000000
514,80000000
515,75000000
516,50000000
517,80000000
519,75000000
520,80000000
521,60000000
522,35000000
523,75000000
524,75000000
525,75000000
526,70000000
527,53000000
528,70000000
529,70000000
530,75000000
531,75000000
532,80000000
533,75000000
534,75000000
535,55000000
537,75000000
538,52000000
539,75000000
540,75000000
541,75000000
543,75000000
544,45000000
545,75000000
546,74000000
547,82000000
548,73000000
549,75000000
550,73000000
551,70000000
552,75000000
553,70000000
554,72500000
555,70000000
556,72000000
557,72000000
558,75000000
559,72000000
560,94000000
561,74500000
562,60000000
563,71000000
564,72000000
565,150000000
566,120000000
567,70000000
568,70000000
569,74000000
570,80000000
571,70000000
572,70000000
573,70000000
574,80000000
575,68000000
576,75000000
577,70000000
578,75000000
579,75000000
580,70000000
581,70000000
582,70000000
583,70000000
585,66000000
586,70000000
587,70000000
588,70000000
589,70000000
590,70000000
591,70000000
592,70000000
593,70000000
594,70000000
595,60000000
596,70000000
597,70000000
598,75000000
599,70000000
600,66000000
602,70000000
603,70000000
604,75000000
605,70000000
606,70000000
607,70000000
608,70000000
609,50000000
610,70000000
611,68000000
612,68000000
613,68000000
614,69000000
615,60000000
616,68000000
617,70000000
618,68000000
619,36000000
620,90000000
621,80000000
622,70000000
623,69000000
624,69000000
625,66000000
626,66000000
627,67000000
628,70000000
629,66000000
630,70000000
631,59000000
632,68000000
633,65000000
634,63000000
635,52000000
636,65000000
637,61000000
638,65000000
639,65000000
640,95000000
641,65000000
642,65000000
643,65000000
644,70000000
645,50000000
646,65000000
647,63000000
649,65000000
650,65000000
651,65000000
652,50100000
653,65000000
654,65000000
655,4200000
657,65000000
658,45000000
659,65000000
661,65000000
662,63000000
663,65000000
664,65000000
666,65000000
667,50000000
668,43000000
669,65000000
670,64000000
671,55000000
672,50000000
673,63000000
674,65000000
675,63000000
676,63000000
677,62000000
678,65000000
679,64000000
680,62000000
681,62000000
682,62000000
683,62000000
684,44000000
686,63000000
687,65000000
688,80000000
689,60000000
690,60000000
692,150000000
693,61000000
694,60000000
695,58000000
696,60000000
697,60000000
698,70000000
699,60000000
700,61000000
701,60000000
702,60000000
703,60000000
704,60000000
705,70000000
706,60000000
707,60000000
708,61000000
709,60000000
711,58000000
712,55000000
713,60000000
714,65000000
715,60000000
716,60000000
717,60000000
718,60000000
720,60000000
722,60000000
723,60000000
724,70000000
725,50000000
726,60000000
727,60000000
728,66000000
729,70000000
730,60000000
731,60000000
732,60000000
734,60000000
736,60000000
737,60000000
738,60000000
739,60000000
740,70000000
741,61000000
742,60000000
743,75000000
744,60000000
746,60000000
747,60000000
748,60000000
749,60000000
750,60000000
751,78146652
752,65000000
753,60000000
754,70000000
755,60000000
756,60000000
758,80000000
759,60000000
760,60000000
761,60000000
763,60000000
764,80000000
765,60000000
767,60000000
768,60000000
769,60000000
770,60000000
771,60000000
772,50000000
773,60000000
774,72000000
775,90000000
776,60000000
777,60000000
778,60000000
779,30000000
781,60000000
782,60000000
783,60000000
786,68490000
787,80000000
788,58000000
790,58800000
791,58000000
792,58000000
793,83000000
794,63000000
795,58000000
797,58000000
798,58000000
799,60000000
800,58000000
801,57000000
802,70000000
803,57000000
804,60000000
805,57000000
806,57000000
807,56000000
808,56000000
809,55000000
810,60000000
811,55000000
812,55000000
813,55000000
814,54000000
815,70000000
817,55000000
818,55000000
819,55000000
820,50000000
821,55000000
822,55000000
823,53000000
824,55000000
825,55000000
826,55000000
827,55000000
828,30000000
830,30000000
831,55000000
832,55000000
833,55000000
834,55000000
835,55000000
836,55000000
837,55000000
838,50000000
839,55000000
840,55000000
841,50000000
842,55000000
843,68000000
844,55000000
846,55000000
848,60000000
849,55000000
850,50000000
851,55000000
852,70000000
853,55000000
854,62000000
855,56000000
856,55000000
858,50000000
859,57000000
860,55000000
862,2000000
863,55000000
864,54000000
865,55000000
866,55000000
867,54000000
868,57000000
869,54000000
870,54000000
871,54000000
872,55000000
873,46000000
874,53000000
875,52500000
876,75000000
877,53000000
878,90000000
879,53000000
880,67000000
883,52000000
884,40000000
885,52000000
886,52000000
887,52000000
888,50000000
889,52000000
890,52000000
891,82000000
892,52000000
893,52000000
895,51000000
896,51000000
898,50000000
899,60000000
900,50200000
901,48000000
902,50000000
903,50000000
904,50000000
905,50000000
906,50000000
907,50000000
908,50000000
909,52000000
910,50000000
911,50000000
912,60000000
913,70000000
914,50000000
916,50000000
917,50000000
918,45000000
919,90000000
920,50000000
921,50000000
922,50000000
923,50000000
924,50000000
925,50000000
926,50000000
928,50000000
929,50000000
930,50000000
931,50000000
932,54000000
933,50000000
934,50000000
935,50000000
936,50000000
937,50000000
938,50000000
939,50000000
940,50000000
941,50000000
942,50000000
943,45000000
944,50000000
945,50000000
946,50000000
947,50000000
949,50000000
950,50000000
951,50000000
952,50000000
953,50000000
954,50000000
956,45000000
957,50000000
958,50000000
959,50000000
960,50000000
961,40000000
962,50000000
963,40000000
965,50000000
966,50000000
967,50000000
968,50000000
969,50000000
970,50000000
971,50000000
972,44000000
973,50000000
974,50000000
975,50000000
976,50000000
977,70000000
978,50000000
979,50000000
980,50000000
982,50000000
983,51500000
984,50000000
985,60000000
986,49900000
987,50000000
988,50000000
989,50000000
990,50000000
991,22000000
992,50000000
993,50000000
994,50000000
995,60000000
997,50000000
998,50000000
1000,50000000
1001,50000000
1002,49000000
1003,49000000
1004,50000000
1005,48000000
1006,48000000
1008,49000000
1009,73000000
1010,48000000
1012,75000000
1013,50000000
1014,48000000
1015,48000000
1017,48000000
1018,58000000
1019,55000000
1020,48000000
1021,48000000
1022,47000000
1024,47000000
1025,48000000
1026,48000000
1027,15000000
1029,47000000
1030,47000000
1031,38000000
1033,46000000
1034,46000000
1035,47000000
1036,46000000
1037,45000000
1038,25000000
1039,46000000
1040,46000000
1041,45000000
1042,48000000
1043,45000000
1044,45000000
1045,40000000
1046,45000000
1047,45000000
1048,45000000
1049,45000000
1050,43000000
1051,46000000
1052,45000000
1053,45000000
1054,45000000
1055,45000000
1056,45000000
1057,30000000
1058,45000000
1059,45000000
1060,45000000
1061,40000000
1062,120000000
1063,35000000
1064,45000000
1065,45000000
1067,45000000
1068,50000000
1070,45000000
1071,40000000
1072,45000000
1075,45000000
1076,25000000
1077,40000000
1078,50000000
1079,40000000
1081,35000000
1082,55000000
1083,70000000
1086,45000000
1087,35000000
1088,45000000
1089,45000000
1091,44000000
1092,45000000
1093,45000000
1094,45000000
1096,45000000
1097,40000000
1098,45000000
1099,45000000
1100,45000000
1101,65000000
1102,44500000
1103,44000000
1104,40000000
1105,44000000
1106,44000000
1109,44000000
1110,50000000
1111,40000000
1112,43000000
1114,45000000
1115,43000000
1116,42000000
1117,44000000
1118,40000000
1119,42000000
1120,42000000
1121,45000000
1122,42000000
1123,40000000
1124,43000000
1125,31115000
1127,42000000
1129,32000000
1131,32000000
1132,42000000
1133,60000000
1134,48000000
1135,42000000
1136,31000000
1137,40000000
1138,44000000
1139,42000000
1140,33000000
1141,41000000
1143,65000000
1145,40000000
1146,42000000
1147,41000000
1148,8000000
1149,40000000
1150,40000000
1151,70000000
1152,40000000
1153,40000000
1154,40000000
1155,38000000
1156,40000000
1157,40000000
1158,40000000
1159,40000000
1160,40000000
1161,40000000
1162,40000000
1163,45000000
1164,40000000
1165,40000000
1166,40000000
1167,40000000
1168,40000000
1169,40000000
1170,40000000
1171,40000000
1172,40000000
1173,35000000
1174,40000000
1175,40000000
1176,40000000
1177,40000000
1178,40000000
1179,41000000
1180,40000000
1181,40000000
1182,40000000
1183,57000000
1184,20000000
1185,40000000
1186,40000000
1187,40000000
1188,40000000
1189,40000000
1190,50000000
1191,40000000
1192,40000000
1193,35000000
1194,40000000
1195,30000000
1196,40000000
1197,42000000
1198,40000000
1199,40000000
1200,40000000
1201,40000000
1203,40000000
1204,40000000
1205,43000000
1207,40000000
1208,40000000
1209,40000000
1210,40000000
1211,36000000
1213,40000000
1216,40000000
1217,40000000
1218,40000000
1219,40000000
1220,40000000
1221,38000000
1222,40000000
1223,40000000
1224,47000000
1226,40000000
1227,30000000
1230,25000000
1231,40000000
1232,40000000
1233,40000000
1234,40000000
1235,40000000
1237,75000000
